Sequence,Geo-X,Geo-Y,Geo-Z,Acc-X,Acc-Y,Acc-Z,Gyro-X,Gyro-Y,Gyro-z
42,-0.553301,-1.028122,-0.251155,-0.974149,-0.02125,-0.058919,-0.543603,-0.198731,-0.782397
43,-0.555601,-1.020941,-0.264235,-0.962102,-0.030083,-0.052494,-0.543603,-0.387677,-0.908311
44,-0.562503,-1.023335,-0.251155,-0.967724,-0.028477,-0.030006,-0.228891,-0.198731,-0.341769
45,-0.560203,-1.025729,-0.266851,-0.977362,-0.033297,-0.029204,-1.361975,-0.765273,-0.593599
46,-0.564804,-1.020941,-0.261619,-0.969331,-0.02125,-0.046068,-0.354806,-0.45056,-0.719514
47,-0.562503,-1.01376,-0.256387,-0.973346,-0.029281,-0.043659,-0.543603,-0.261763,-0.656482
48,-0.562503,-1.01376,-0.256387,-0.970937,-0.02687,-0.045266,-0.606635,-0.261763,-1.034226
49,-0.562503,-1.023335,-0.232841,-0.967724,-0.03169,-0.042053,-0.480721,-0.387677,-0.656482
50,-0.562503,-1.020941,-0.290397,-0.970133,-0.02687,-0.047675,-0.543603,-0.828156,-0.782397
51,-0.571706,-1.008972,-0.272084,-0.972542,-0.018839,-0.06695,-0.291923,-0.576475,-0.908311
52,-0.564804,-1.023335,-0.282549,-0.95648,-0.04213,-0.027597,-0.354806,-0.324646,-0.593599
53,-0.574006,-1.025729,-0.261619,-0.962904,-0.024461,-0.024386,-0.984231,-0.261763,-0.719514
54,-0.574006,-1.023335,-0.279932,-0.978164,-0.034901,-0.035628,-0.354806,-0.324646,-0.782397
55,-0.574006,-1.023335,-0.279932,-0.968526,-0.034901,-0.036432,-0.291923,-0.072965,-0.593599
56,-0.578608,-1.023335,-0.279932,-0.970133,-0.030886,-0.046872,-0.669518,-0.513443,-0.278886
57,-0.583209,-1.018547,-0.264235,-0.967724,-0.022052,-0.053297,-0.354806,-0.387677,-0.656482
58,-0.580908,-1.035304,-0.282549,-0.964511,-0.034099,-0.047675,-0.480721,0.115982,-0.782397
59,-0.576307,-1.025729,-0.259003,-0.978968,-0.032492,-0.039644,-0.73255,0.115982,-0.845429
60,-0.567104,-1.023335,-0.269468,-0.96692,-0.030083,-0.050085,-0.543603,-0.198731,-0.593599
61,-0.567104,-1.023335,-0.269468,-0.963709,-0.028477,-0.019566,-0.417838,-0.198731,-0.656482
62,-0.567104,-1.03291,-0.277316,-0.965315,-0.024461,-0.030006,-0.606635,0.304779,-0.782397
63,-0.576307,-1.03291,-0.251155,-0.967724,-0.035705,-0.066147,-0.669518,-0.072965,-0.845429
64,-0.583209,-1.028122,-0.277316,-0.959693,-0.02687,-0.045266,-0.354806,-0.387677,-0.593599
65,-0.571706,-1.030516,-0.269468,-0.96692,-0.025266,-0.053297,-0.858316,-0.198731,-0.278886
66,-0.578608,-1.030516,-0.285165,-0.953269,-0.034901,-0.021975,-0.543603,-0.261763,-0.719514
67,-0.564804,-1.020941,-0.266851,-0.974953,-0.013217,-0.031613,-0.543603,0.115982,-0.530716
68,-0.564804,-1.020941,-0.266851,-0.977362,-0.02125,-0.042053,-0.858316,-0.45056,-0.341769
69,-0.567104,-1.020941,-0.282549,-0.967724,-0.029281,-0.044463,-0.795433,-0.324646,-0.719514
70,-0.569405,-1.030516,-0.256387,-0.965315,-0.039721,-0.046068,-0.543603,-0.198731,-0.656482
71,-0.576307,-1.030516,-0.277316,-0.974953,-0.030083,-0.05651,-0.669518,-0.009933,-0.719514
72,-0.571706,-1.035304,-0.277316,-0.958087,-0.037312,-0.029204,-0.354806,-0.387677,-0.593599
73,-0.560203,-1.028122,-0.264235,-0.99021,-0.02687,-0.045266,-1.047263,-0.387677,-0.593599
74,-0.560203,-1.028122,-0.264235,-0.969331,-0.022855,-0.043659,-0.228891,-0.576475,-0.467684
75,-0.578608,-1.01376,-0.261619,-0.970133,-0.032492,-0.032417,-0.166008,-0.45056,-0.782397
76,-0.574006,-1.020941,-0.277316,-0.978968,-0.018839,-0.026795,-0.984231,-0.765273,-1.160141
77,-0.576307,-1.028122,-0.272084,-0.972542,-0.023659,-0.052494,-0.606635,-0.576475,-0.782397
78,-0.585509,-1.018547,-0.253771,-0.966118,-0.030886,-0.025188,-0.606635,-0.45056,-0.656482
79,-0.576307,-1.016154,-0.245922,-0.960495,-0.038114,-0.040448,-0.669518,-0.261763,-0.404801
80,-0.576307,-1.016154,-0.245922,-0.960495,-0.032492,-0.021975,-0.795433,-0.324646,-0.908311
81,-0.578608,-1.011366,-0.269468,-0.974953,-0.032492,-0.038037,-0.606635,0.05295,-0.467684
82,-0.578608,-1.023335,-0.253771,-0.964511,-0.022855,-0.040448,-0.669518,-0.387677,-0.530716
83,-0.576307,-1.018547,-0.272084,-0.984588,-0.023659,-0.014748,-0.480721,-0.513443,-0.467684
84,-0.574006,-1.020941,-0.248538,-0.972542,-0.030083,-0.030006,-0.480721,-0.198731,-0.908311
85,-0.569405,-1.025729,-0.277316,-0.973346,-0.034901,-0.04125,-0.040093,-0.135848,-0.530716
86,-0.571706,-1.016154,-0.251155,-0.972542,-0.023659,-0.016353,-0.291923,-0.261763,-0.971194
87,-0.571706,-1.016154,-0.251155,-0.973346,-0.034901,-0.05169,-0.669518,-0.198731,-0.845429
88,-0.562503,-1.018547,-0.277316,-0.974953,-0.034099,-0.047675,-0.669518,-0.513443,-0.530716
89,-0.562503,-1.016154,-0.272084,-0.973346,-0.039721,-0.037235,0.148705,-0.387677,-0.278886
90,-0.562503,-1.018547,-0.279932,-0.975755,-0.02687,-0.050085,-0.669518,-0.198731,-0.908311
91,-0.576307,-1.018547,-0.269468,-0.962102,-0.032492,-0.042857,-0.669518,-0.324646,-0.782397
92,-0.571706,-1.023335,-0.259003,-0.970133,-0.020446,-0.042857,-0.417838,-0.072965,-0.593599
93,-0.571706,-1.023335,-0.259003,-0.968526,-0.018839,-0.032417,-0.417838,-0.387677,-1.160141
94,-0.574006,-1.016154,-0.253771,-0.978164,-0.030886,-0.032417,-0.480721,-0.324646,-0.656482
95,-0.569405,-1.020941,-0.279932,-0.968526,-0.030886,-0.029204,-0.354806,-0.009933,-0.845429
96,-0.574006,-1.020941,-0.277316,-0.974953,-0.01643,-0.03081,-0.480721,-0.261763,-0.719514
97,-0.560203,-1.020941,-0.279932,-0.975755,-0.02125,-0.026795,-0.795433,-0.135848,-0.216004
98,-0.562503,-1.028122,-0.298246,-0.962102,-0.019644,-0.042857,-0.606635,-0.387677,-0.656482
99,-0.564804,-1.028122,-0.256387,-0.962904,-0.033297,-0.039644,-0.669518,-0.954071,-0.278886
100,-0.564804,-1.028122,-0.256387,-0.980573,-0.024461,-0.028401,-0.417838,-0.198731,-0.656482
101,-0.571706,-1.018547,-0.2747,-0.968526,-0.018037,-0.038037,-0.606635,-0.135848,-0.908311
102,-0.576307,-1.018547,-0.253771,-0.976557,-0.024461,-0.053297,-0.606635,-0.513443,-0.719514
103,-0.571706,-1.01376,-0.251155,-0.970937,-0.027674,-0.046068,-0.795433,-0.70239,-0.530716
104,-0.571706,-1.020941,-0.290397,-0.975755,-0.019644,-0.046068,-0.73255,-0.261763,-0.530716
105,-0.569405,-1.018547,-0.264235,-0.974953,-0.023659,-0.034826,-0.543603,-0.072965,-0.845429
106,-0.569405,-1.018547,-0.264235,-0.962904,-0.030083,-0.050888,-0.480721,-0.261763,-0.908311
107,-0.580908,-1.020941,-0.266851,-0.97174,-0.03169,-0.054903,-0.669518,-0.135848,-0.593599
108,-0.567104,-1.028122,-0.256387,-0.969331,-0.029281,-0.048479,-0.795433,-0.261763,-0.593599
109,-0.571706,-1.018547,-0.279932,-0.969331,-0.018839,-0.049281,-0.291923,-0.387677,-0.719514
110,-0.571706,-1.023335,-0.253771,-0.958087,-0.042934,-0.035628,-0.417838,-0.135848,-0.782397
111,-0.569405,-1.025729,-0.261619,-0.970133,-0.023659,-0.046068,-0.984231,-0.576475,-1.034226
112,-0.569405,-1.025729,-0.261619,-0.970937,-0.041327,-0.054101,-0.795433,-0.45056,-0.656482
113,-0.583209,-1.023335,-0.2747,-0.975755,-0.024461,-0.025991,-0.984231,-0.009933,-0.530716
114,-0.576307,-1.028122,-0.272084,-0.980573,-0.023659,-0.050085,-0.73255,0.05295,-0.530716
115,-0.580908,-1.030516,-0.277316,-0.965315,-0.03169,-0.028401,-0.606635,-0.765273,-0.719514
116,-0.564804,-1.03291,-0.256387,-0.978164,-0.026068,-0.054903,-0.669518,-0.387677,-1.160141
117,-0.571706,-1.025729,-0.266851,-0.973346,-0.025266,-0.055705,-0.984231,-0.576475,-0.530716
118,-0.571706,-1.037698,-0.269468,-0.96692,-0.025266,-0.038841,-0.543603,-0.009933,-0.908311
119,-0.571706,-1.037698,-0.269468,-0.969331,-0.030083,-0.052494,-0.480721,-0.576475,-0.656482
120,-0.564804,-1.025729,-0.256387,-0.973346,-0.022052,-0.040448,-0.606635,-0.513443,-0.971194
121,-0.569405,-1.023335,-0.266851,-0.980573,-0.022052,-0.025188,-0.921348,0.178865,-0.782397
122,-0.571706,-1.03291,-0.259003,-0.959693,-0.033297,-0.034826,-0.417838,-0.387677,-0.656482
123,-0.569405,-1.020941,-0.253771,-0.978968,-0.024461,-0.03081,-0.606635,-0.261763,-0.908311
124,-0.564804,-1.030516,-0.269468,-0.970133,-0.029281,-0.034826,-0.354806,-0.198731,-0.719514
125,-0.564804,-1.030516,-0.269468,-0.976557,-0.032492,-0.034022,-0.669518,-0.387677,-0.782397
126,-0.567104,-1.020941,-0.2747,-0.970133,-0.030886,-0.015551,-0.858316,-0.135848,-0.971194
127,-0.569405,-1.020941,-0.279932,-0.972542,-0.018037,-0.05169,-0.228891,-0.387677,-0.782397
128,-0.569405,-1.025729,-0.2747,-0.981377,-0.023659,-0.058919,-0.291923,-0.576475,-0.467684
129,-0.578608,-1.023335,-0.272084,-0.972542,-0.038917,-0.029204,-0.669518,-0.009933,-0.908311
130,-0.557902,-1.016154,-0.253771,-0.976557,-0.028477,-0.039644,-0.795433,-0.513443,-0.467684
131,-0.557902,-1.016154,-0.253771,-0.972542,-0.034901,-0.030006,-0.795433,-0.324646,-1.097109
132,-0.571706,-1.03291,-0.261619,-0.965315,-0.030886,-0.047675,-0.354806,-0.45056,-0.908311
133,-0.567104,-1.023335,-0.285165,-0.973346,-0.036508,-0.05169,-0.543603,-0.576475,-1.097109
134,-0.578608,-1.025729,-0.277316,-0.970937,-0.026068,-0.042857,-0.606635,-0.387677,-0.782397
135,-0.574006,-1.025729,-0.266851,-0.968526,-0.030083,-0.022779,-0.417838,-0.261763,-0.530716
136,-0.569405,-1.028122,-0.266851,-0.974953,-0.023659,-0.040448,-0.606635,-0.135848,-0.593599
137,-0.571706,-1.025729,-0.243306,-0.963709,-0.028477,-0.028401,-0.480721,-0.513443,-0.467684
138,-0.571706,-1.025729,-0.243306,-0.966118,-0.022855,-0.049281,-0.73255,-0.513443,-0.656482
139,-0.569405,-1.025729,-0.245922,-0.968526,-0.034901,-0.064541,-0.73255,0.115982,-0.782397
140,-0.569405,-1.03291,-0.264235,-0.973346,-0.025266,-0.034022,-0.291923,-0.009933,-1.223024
141,-0.564804,-1.025729,-0.264235,-0.966118,-0.030083,-0.04125,-0.480721,-0.387677,-0.656482
142,-0.564804,-1.030516,-0.261619,-0.96692,-0.022052,-0.053297,-0.669518,-0.387677,-0.656482
143,-0.560203,-1.020941,-0.269468,-0.962102,-0.020446,-0.038037,-0.543603,-0.261763,-0.719514
144,-0.560203,-1.020941,-0.269468,-0.980573,-0.022855,-0.058116,-0.858316,-0.072965,-0.845429
145,-0.562503,-1.023335,-0.259003,-0.975755,-0.022052,-0.048479,-0.858316,-0.45056,-0.719514
146,-0.569405,-1.025729,-0.248538,-0.968526,-0.036508,-0.057312,-0.669518,-0.387677,-0.656482
147,-0.571706,-1.03291,-0.277316,-0.978164,-0.022855,-0.046068,-0.291923,0.178865,-0.593599
148,-0.555601,-1.028122,-0.269468,-0.976557,-0.037312,-0.049281,-0.73255,-0.072965,-0.908311
149,-0.560203,-1.030516,-0.253771,-0.973346,-0.030886,-0.036432,-0.73255,-0.387677,-0.719514
150,-0.555601,-1.028122,-0.256387,-0.981377,-0.02687,-0.037235,-0.669518,-0.387677,-0.593599
151,-0.555601,-1.028122,-0.256387,-0.970937,-0.027674,-0.04125,-0.543603,-0.198731,-0.593599
152,-0.560203,-1.035304,-0.285165,-0.966118,-0.023659,-0.046068,-0.166008,-0.45056,-0.656482
153,-0.571706,-1.025729,-0.279932,-0.973346,-0.03169,-0.048479,-0.669518,-0.513443,-0.593599
154,-0.569405,-1.030516,-0.293013,-0.974953,-0.028477,-0.033219,-0.606635,-0.261763,-0.656482
155,-0.564804,-1.030516,-0.264235,-0.964511,-0.022052,-0.037235,-0.73255,-0.387677,-0.404801
156,-0.571706,-1.028122,-0.277316,-0.970937,-0.029281,-0.031613,-0.417838,0.05295,-0.656482
157,-0.571706,-1.028122,-0.277316,-0.965315,-0.027674,-0.05169,-0.291923,-0.324646,-0.593599
158,-0.574006,-1.023335,-0.2747,-0.963709,-0.025266,-0.035628,-0.480721,-0.198731,-0.593599
159,-0.567104,-1.03291,-0.272084,-0.978968,-0.02125,-0.034022,-0.354806,-0.324646,-0.656482
160,-0.567104,-1.028122,-0.266851,-0.977362,-0.030083,-0.038037,-0.480721,-0.324646,-0.593599
161,-0.564804,-1.040091,-0.285165,-0.975755,-0.027674,-0.044463,-0.73255,-0.324646,-0.656482
162,-0.567104,-1.037698,-0.277316,-0.972542,-0.020446,-0.046068,-0.417838,-0.261763,-0.467684
163,-0.567104,-1.037698,-0.277316,-0.973346,-0.038114,-0.062934,-0.606635,0.05295,-0.656482
164,-0.562503,-1.037698,-0.261619,-0.980573,-0.026068,-0.042857,-0.73255,-0.261763,-0.404801
165,-0.560203,-1.044879,-0.266851,-0.964511,-0.023659,-0.039644,-0.480721,-0.387677,-0.216004
166,-0.569405,-1.035304,-0.272084,-0.965315,-0.020446,-0.032417,-0.543603,-0.387677,-0.530716
167,-0.574006,-1.030516,-0.29563,-0.972542,-0.019644,-0.034826,-0.543603,-0.135848,-0.719514
168,-0.564804,-1.03291,-0.251155,-0.972542,-0.034099,-0.031613,-0.921348,-0.387677,-0.719514
169,-0.569405,-1.037698,-0.238074,-0.976557,-0.02125,-0.040448,-0.795433,-0.261763,-0.719514
170,-0.569405,-1.037698,-0.238074,-0.968526,-0.035705,-0.033219,-0.354806,-0.324646,-0.845429
171,-0.562503,-1.03291,-0.264235,-0.963709,-0.029281,-0.052494,-0.795433,0.115982,-0.656482
172,-0.569405,-1.025729,-0.269468,-0.968526,-0.032492,-0.036432,-1.298943,-0.072965,-0.719514
173,-0.567104,-1.025729,-0.272084,-0.965315,-0.033297,-0.034826,-0.480721,-0.072965,-0.593599
174,-0.571706,-1.020941,-0.282549,-0.975755,-0.03169,-0.038841,-0.73255,-0.576475,-0.845429
175,-0.564804,-1.025729,-0.264235,-0.984588,-0.02687,-0.057312,-1.110146,-0.387677,-1.034226
176,-0.564804,-1.025729,-0.264235,-0.96692,-0.038917,-0.00752,-0.543603,0.05295,-0.908311
177,-0.571706,-1.023335,-0.259003,-0.966118,-0.024461,-0.045266,-0.166008,-0.198731,-0.782397
178,-0.567104,-1.023335,-0.2747,-0.977362,-0.035705,-0.055705,-0.543603,-0.261763,-0.404801
179,-0.560203,-1.020941,-0.272084,-0.966118,-0.029281,-0.039644,-0.480721,-0.513443,-0.782397
180,-0.567104,-1.023335,-0.277316,-0.965315,-0.038114,-0.048479,-0.669518,-0.513443,-1.097109
181,-0.569405,-1.030516,-0.261619,-0.96692,-0.030083,-0.062132,-0.921348,-0.261763,-0.278886
182,-0.576307,-1.008972,-0.2747,-0.970937,-0.034099,-0.038841,-0.858316,-0.135848,-0.782397
183,-0.576307,-1.008972,-0.2747,-0.968526,-0.027674,-0.028401,-0.606635,-0.387677,-0.467684
184,-0.571706,-1.023335,-0.266851,-0.968526,-0.02125,-0.025188,-0.606635,-0.513443,-0.341769
185,-0.569405,-1.016154,-0.272084,-0.963709,-0.030886,-0.021173,-0.795433,-0.198731,-0.530716
186,-0.574006,-1.018547,-0.293013,-0.972542,-0.028477,-0.047675,-0.606635,-0.324646,-0.656482
187,-0.569405,-1.023335,-0.277316,-0.979771,-0.009202,-0.038037,-0.291923,-0.198731,-0.404801
188,-0.578608,-1.023335,-0.279932,-0.96692,-0.029281,-0.043659,-0.73255,-0.513443,-0.971194
189,-0.578608,-1.023335,-0.279932,-0.982984,-0.02125,-0.038841,-0.669518,-0.072965,-1.034226
190,-0.571706,-1.023335,-0.245922,-0.965315,-0.030083,-0.039644,-0.228891,-0.009933,-0.530716
191,-0.567104,-1.018547,-0.272084,-0.96692,-0.020446,-0.045266,-0.417838,-0.639358,-0.908311
192,-0.580908,-1.020941,-0.285165,-0.978164,-0.015628,-0.046872,-0.795433,-0.261763,-0.845429
193,-0.564804,-1.016154,-0.279932,-0.952465,-0.04213,-0.038037,-0.480721,-0.576475,-0.971194
194,-0.571706,-1.018547,-0.287781,-0.950858,-0.040523,-0.045266,-0.858316,-0.072965,-0.593599
195,-0.571706,-1.018547,-0.287781,-0.979771,-0.020446,-0.040448,-0.984231,-0.387677,-0.593599
196,-0.578608,-1.025729,-0.266851,-0.962102,-0.033297,-0.042857,-0.543603,-0.324646,-0.845429
197,-0.583209,-1.030516,-0.285165,-0.964511,-0.02125,-0.06695,-0.480721,-0.135848,-0.971194
198,-0.578608,-1.023335,-0.282549,-0.970133,-0.029281,-0.042857,-0.669518,-0.009933,-1.034226
199,-0.564804,-1.020941,-0.261619,-0.974149,-0.025266,-0.034022,-0.73255,-0.072965,-1.160141
200,-0.569405,-1.016154,-0.287781,-0.973346,-0.034099,-0.039644,-0.669518,-0.387677,-0.971194
201,-0.574006,-1.018547,-0.269468,-0.974149,-0.035705,-0.040448,-0.291923,-0.387677,-0.656482
202,-0.574006,-1.018547,-0.269468,-0.976557,-0.03169,-0.020369,-0.73255,-0.70239,-0.278886
203,-0.571706,-1.020941,-0.264235,-0.974953,-0.037312,-0.033219,-0.480721,0.115982,-0.908311
204,-0.569405,-1.028122,-0.290397,-0.965315,-0.038917,-0.045266,-0.417838,-0.70239,-0.152972
205,-0.580908,-1.018547,-0.287781,-0.968526,-0.033297,-0.025188,-0.858316,-0.261763,-0.656482
206,-0.583209,-1.023335,-0.282549,-0.96692,-0.030886,-0.006717,-0.73255,-0.387677,-0.971194
207,-0.580908,-1.023335,-0.290397,-0.965315,-0.03169,-0.029204,-0.417838,-0.198731,-0.656482
208,-0.580908,-1.023335,-0.290397,-0.967724,-0.035705,-0.029204,-0.858316,-0.70239,-0.341769
209,-0.583209,-1.020941,-0.272084,-0.972542,-0.015628,-0.023582,-0.73255,-0.639358,-0.593599
210,-0.567104,-1.03291,-0.261619,-0.962904,-0.041327,-0.046068,-0.291923,-0.45056,-1.097109
211,-0.578608,-1.03291,-0.264235,-0.963709,-0.027674,-0.028401,-0.543603,-0.135848,-0.467684
212,-0.578608,-1.025729,-0.264235,-0.975755,-0.014021,-0.054101,-0.543603,-0.45056,-1.160141
213,-0.569405,-1.020941,-0.256387,-0.962904,-0.026068,-0.027597,-0.417838,-0.135848,-0.152972
214,-0.569405,-1.020941,-0.256387,-0.96692,-0.033297,-0.037235,-0.606635,-0.639358,-0.908311
215,-0.578608,-1.023335,-0.251155,-0.970133,-0.030083,-0.043659,-0.669518,-0.198731,-0.530716
216,-0.564804,-1.020941,-0.266851,-0.963709,-0.019644,-0.01796,-0.543603,-0.198731,-0.782397
217,-0.576307,-1.025729,-0.256387,-0.984588,-0.023659,-0.044463,-0.669518,-0.261763,-0.782397
218,-0.578608,-1.035304,-0.266851,-0.970133,-0.027674,-0.045266,-0.543603,-0.324646,-0.782397
219,-0.571706,-1.025729,-0.243306,-0.974149,-0.025266,-0.047675,-0.669518,-0.45056,-1.223024
220,-0.574006,-1.023335,-0.261619,-0.970133,-0.040523,-0.036432,-0.166008,-0.639358,-0.845429
221,-0.574006,-1.023335,-0.261619,-0.979771,-0.034901,-0.055705,-0.543603,-0.324646,-0.593599
222,-0.580908,-1.028122,-0.253771,-0.974953,-0.034099,-0.039644,-0.543603,-0.261763,-0.845429
223,-0.583209,-1.018547,-0.256387,-0.965315,-0.024461,-0.030006,-1.047263,-0.009933,-0.216004
224,-0.576307,-1.023335,-0.266851,-0.970937,-0.029281,-0.052494,-0.669518,-0.513443,-0.782397
225,-0.574006,-1.025729,-0.2747,-0.977362,-0.022855,-0.061328,-0.669518,-0.135848,-0.719514
226,-0.578608,-1.025729,-0.261619,-0.970937,-0.030886,-0.039644,-0.606635,-0.324646,-0.656482
227,-0.578608,-1.025729,-0.261619,-0.969331,-0.030886,-0.050888,-0.166008,-0.576475,-0.845429
228,-0.571706,-1.023335,-0.222376,-0.978968,-0.029281,-0.031613,-0.669518,-0.387677,-0.656482
229,-0.578608,-1.016154,-0.277316,-0.97174,-0.034901,-0.033219,-0.291923,0.115982,-0.971194
230,-0.574006,-1.023335,-0.266851,-0.970937,-0.026068,-0.036432,-0.354806,-0.198731,-0.782397
231,-0.574006,-1.020941,-0.269468,-0.974953,-0.02125,-0.05169,-0.543603,-0.513443,-0.845429
232,-0.574006,-1.023335,-0.248538,-0.959693,-0.02687,-0.038841,-0.669518,-0.324646,-0.971194
233,-0.564804,-1.025729,-0.264235,-0.972542,-0.018839,-0.058919,-0.73255,-0.387677,-0.908311
234,-0.564804,-1.025729,-0.264235,-0.978968,-0.028477,-0.031613,-0.669518,-0.45056,-0.845429
235,-0.576307,-1.020941,-0.259003,-0.966118,-0.023659,-0.055705,-0.606635,-0.70239,-1.097109
236,-0.58781,-1.018547,-0.248538,-0.974149,-0.025266,-0.038841,-0.669518,-0.261763,-0.782397
237,-0.580908,-1.01376,-0.261619,-0.962904,-0.030083,-0.033219,-0.228891,-0.387677,-0.404801
238,-0.583209,-1.020941,-0.266851,-0.960495,-0.039721,-0.032417,-0.354806,-0.135848,-1.097109
239,-0.567104,-1.023335,-0.269468,-0.970937,-0.015628,-0.053297,-0.291923,-0.198731,-0.845429
240,-0.567104,-1.023335,-0.269468,-0.965315,-0.018037,-0.037235,-0.669518,-0.261763,-1.160141
241,-0.567104,-1.023335,-0.269468,-0.9613,-0.030083,-0.052494,-0.858316,-0.45056,-0.782397
242,-0.58781,-1.016154,-0.282549,-0.969331,-0.035705,-0.032417,-0.669518,-0.387677,-1.097109
243,-0.574006,-1.025729,-0.2747,-0.973346,-0.017235,-0.031613,-0.354806,-0.387677,-0.593599
244,-0.574006,-1.016154,-0.269468,-0.966118,-0.020446,-0.03081,-0.606635,-0.639358,-0.845429
245,-0.574006,-1.023335,-0.256387,-0.979771,-0.028477,-0.042053,-0.669518,-0.387677,-1.097109
246,-0.574006,-1.023335,-0.256387,-0.960495,-0.02125,-0.046872,-0.417838,-0.198731,-0.530716
247,-0.574006,-1.018547,-0.269468,-0.968526,-0.030083,-0.042857,-0.669518,-0.198731,-0.530716
248,-0.576307,-1.023335,-0.256387,-0.970133,-0.035705,-0.025991,-0.795433,-0.45056,-0.845429
