Sequence,Geo-X,Geo-Y,Geo-Z,Acc-X,Acc-Y,Acc-Z,Gyro-X,Gyro-Y,Gyro-z
182,0.893845,-0.976918,-0.613206,-0.04618,-0.957705,0.173068,1.344681,3.736466,4.680604
183,0.900801,-0.976918,-0.628698,-0.059029,-0.957705,0.175479,1.092851,3.862381,4.177094
184,0.900801,-0.976918,-0.628698,-0.066257,-0.95369,0.168251,1.344681,3.421754,4.239976
185,0.905439,-0.972052,-0.641607,-0.055013,-0.964934,0.152991,1.533478,3.610551,4.491806
186,0.905439,-0.976918,-0.639025,-0.039754,-0.958507,0.163433,1.344681,3.547668,4.177094
187,0.896164,-0.979351,-0.610624,-0.047784,-0.960918,0.131307,1.218766,3.673583,5.058348
188,0.898483,-0.974484,-0.60546,-0.049391,-0.956098,0.148975,1.596361,3.799498,4.743636
189,0.891527,-0.986651,-0.644189,-0.04136,-0.952083,0.148173,1.218766,3.736466,4.365891
190,0.891527,-0.986651,-0.644189,-0.055815,-0.952083,0.152189,1.218766,3.547668,4.617721
191,0.893845,-0.967185,-0.597714,-0.064651,-0.957705,0.164235,1.344681,3.421754,4.239976
192,0.891527,-0.976918,-0.615788,-0.057422,-0.957705,0.172266,1.533478,3.736466,4.680604
193,0.905439,-0.976918,-0.608042,-0.054211,-0.944052,0.140142,1.533478,3.107041,4.554689
194,0.893845,-0.976918,-0.633861,-0.059831,-0.94887,0.148975,1.281649,3.736466,4.303008
195,0.893845,-0.979351,-0.631279,-0.049391,-0.94887,0.161022,1.470596,3.358871,4.365891
196,0.900801,-0.972052,-0.623534,-0.055815,-0.96172,0.151384,1.218766,3.358871,4.428923
197,0.900801,-0.972052,-0.623534,-0.04618,-0.957705,0.14978,1.407564,3.799498,4.365891
198,0.893845,-0.974484,-0.633861,-0.060635,-0.957705,0.139338,1.218766,3.736466,4.239976
199,0.893845,-0.967185,-0.628698,-0.058226,-0.950476,0.142551,1.407564,3.673583,4.303008
200,0.893845,-0.962319,-0.633861,-0.061437,-0.944052,0.165842,0.966936,3.295839,4.617721
201,0.882252,-0.967185,-0.639025,-0.053407,-0.960114,0.146567,0.966936,3.988296,4.491806
202,0.90312,-0.955019,-0.620952,-0.053407,-0.954492,0.153795,1.596361,3.736466,4.554689
203,0.90312,-0.955019,-0.620952,-0.063848,-0.946461,0.163433,1.470596,3.421754,4.491806
204,0.896164,-0.981784,-0.61837,-0.054211,-0.957705,0.140142,1.470596,3.610551,4.491806
205,0.898483,-0.967185,-0.615788,-0.065453,-0.956901,0.165842,1.407564,3.799498,4.554689
206,0.900801,-0.955019,-0.610624,-0.062242,-0.942445,0.172266,1.344681,3.358871,4.428923
207,0.891527,-0.972052,-0.644189,-0.05662,-0.95369,0.161022,1.218766,3.610551,4.491806
208,0.893845,-0.957452,-0.613206,-0.040558,-0.964129,0.157811,1.344681,3.421754,3.925264
209,0.896164,-0.964752,-0.620952,-0.048589,-0.957705,0.169053,1.344681,3.736466,4.617721
210,0.896164,-0.964752,-0.620952,-0.059831,-0.945659,0.162628,0.841171,3.421754,4.932433
211,0.907757,-0.969618,-0.61837,-0.050195,-0.962523,0.150582,1.281649,3.799498,4.743636
212,0.884571,-0.962319,-0.628698,-0.054211,-0.956901,0.14496,1.344681,3.799498,4.239976
213,0.898483,-0.955019,-0.620952,-0.061437,-0.956098,0.161022,1.596361,3.547668,4.365891
214,0.907757,-0.959886,-0.592551,-0.04618,-0.952885,0.136929,1.722276,3.862381,4.428923
215,0.884571,-0.967185,-0.620952,-0.045376,-0.95369,0.153795,1.659393,3.107041,4.177094
216,0.884571,-0.967185,-0.620952,-0.05662,-0.960918,0.154598,1.722276,3.673583,4.428923
217,0.898483,-0.962319,-0.613206,-0.052604,-0.954492,0.139338,1.344681,3.736466,3.862381
218,0.898483,-0.967185,-0.636443,-0.053407,-0.956098,0.172266,1.218766,3.547668,4.303008
219,0.900801,-0.964752,-0.631279,-0.054211,-0.952083,0.14496,1.533478,3.736466,4.743636
220,0.907757,-0.955019,-0.633861,-0.053407,-0.956098,0.140945,1.092851,3.232956,4.554689
221,0.891527,-0.959886,-0.641607,-0.05662,-0.951281,0.136127,1.659393,3.421754,4.428923
222,0.893845,-0.962319,-0.659681,-0.045376,-0.956098,0.159415,1.407564,3.358871,4.177094
223,0.893845,-0.962319,-0.659681,-0.062242,-0.955296,0.154598,1.596361,3.295839,4.114211
224,0.893845,-0.957452,-0.659681,-0.049391,-0.951281,0.153795,1.596361,3.547668,3.988296
225,0.889208,-0.955019,-0.610624,-0.065453,-0.956098,0.157811,1.533478,3.170073,4.491806
226,0.891527,-0.964752,-0.626116,-0.048589,-0.960114,0.163433,1.218766,3.484786,3.925264
227,0.882252,-0.957452,-0.626116,-0.062242,-0.944854,0.145764,1.218766,3.736466,4.114211
228,0.898483,-0.967185,-0.615788,-0.050195,-0.956098,0.138536,1.596361,3.421754,4.365891
229,0.893845,-0.957452,-0.620952,-0.05662,-0.954492,0.151384,0.904053,3.484786,4.680604
230,0.893845,-0.957452,-0.620952,-0.053407,-0.956098,0.166644,1.407564,3.547668,4.239976
231,0.900801,-0.967185,-0.608042,-0.036542,-0.959312,0.126489,1.470596,3.547668,3.925264
232,0.889208,-0.964752,-0.615788,-0.049391,-0.94887,0.169053,1.092851,3.358871,4.365891
233,0.900801,-0.969618,-0.633861,-0.059831,-0.955296,0.136929,1.407564,3.610551,3.862381
234,0.900801,-0.959886,-0.631279,-0.068666,-0.95369,0.153795,1.596361,3.107041,4.554689
235,0.898483,-0.964752,-0.626116,-0.047784,-0.964934,0.146567,1.344681,3.547668,4.491806
236,0.898483,-0.964752,-0.626116,-0.055815,-0.957705,0.152991,1.407564,4.051179,4.617721
237,0.896164,-0.964752,-0.636443,-0.050998,-0.94887,0.136127,1.344681,3.484786,4.365891
238,0.891527,-0.962319,-0.649353,-0.049391,-0.96172,0.166644,1.218766,3.358871,4.303008
239,0.889208,-0.957452,-0.641607,-0.060635,-0.947265,0.131307,1.092851,3.610551,4.743636
240,0.889208,-0.964752,-0.641607,-0.0518,-0.951281,0.169053,0.966936,3.421754,4.554689
241,0.884571,-0.972052,-0.628698,-0.0518,-0.967342,0.159415,1.281649,3.799498,4.239976
242,0.896164,-0.964752,-0.633861,-0.066257,-0.955296,0.132914,1.470596,3.736466,4.428923
243,0.896164,-0.964752,-0.633861,-0.059831,-0.949674,0.147369,1.533478,3.988296,4.554689
244,0.879933,-0.955019,-0.613206,-0.05662,-0.955296,0.162628,1.344681,3.484786,4.177094
245,0.891527,-0.959886,-0.608042,-0.055013,-0.954492,0.169857,1.029968,3.484786,4.869551
246,0.877615,-0.955019,-0.597714,-0.060635,-0.956901,0.153795,1.344681,3.673583,4.680604
247,0.875296,-0.967185,-0.636443,-0.05662,-0.958507,0.145764,1.659393,3.610551,4.680604
248,0.889208,-0.969618,-0.61837,-0.059831,-0.963327,0.150582,1.407564,3.484786,4.554689
249,0.889208,-0.969618,-0.61837,-0.05662,-0.954492,0.145764,1.470596,3.547668,4.554689
250,0.886889,-0.972052,-0.633861,-0.046982,-0.971358,0.142551,1.596361,3.610551,4.239976
251,0.891527,-0.972052,-0.61837,-0.062242,-0.947265,0.136929,1.344681,3.547668,3.925264
252,0.882252,-0.969618,-0.615788,-0.055013,-0.964129,0.163433,1.155883,3.673583,4.806519
253,0.896164,-0.974484,-0.615788,-0.046982,-0.971358,0.153795,1.407564,3.421754,4.177094
254,0.884571,-0.972052,-0.631279,-0.054211,-0.964934,0.150582,1.470596,3.610551,4.428923
255,0.879933,-0.976918,-0.623534,-0.054211,-0.952083,0.12408,1.344681,3.295839,4.491806
256,0.879933,-0.976918,-0.623534,-0.042164,-0.962523,0.16022,1.092851,3.610551,4.365891
257,0.886889,-0.969618,-0.623534,-0.058226,-0.94887,0.157811,1.659393,3.610551,4.428923
258,0.891527,-0.962319,-0.639025,-0.05662,-0.954492,0.161826,1.281649,3.421754,4.051179
259,0.898483,-0.962319,-0.615788,-0.060635,-0.954492,0.138536,1.659393,3.799498,4.428923
260,0.893845,-0.962319,-0.654517,-0.045376,-0.952083,0.13452,1.344681,3.610551,4.617721
261,0.896164,-0.964752,-0.626116,-0.0518,-0.954492,0.173068,1.407564,3.673583,4.303008
262,0.896164,-0.964752,-0.626116,-0.063848,-0.956098,0.162628,1.596361,3.610551,4.365891
263,0.891527,-0.969618,-0.633861,-0.05662,-0.952083,0.168251,1.218766,3.421754,4.177094
264,0.891527,-0.972052,-0.633861,-0.063044,-0.949674,0.14496,1.281649,3.799498,4.806519
265,0.905439,-0.979351,-0.615788,-0.062242,-0.954492,0.147369,1.533478,3.925264,4.806519
266,0.900801,-0.967185,-0.631279,-0.057422,-0.956098,0.1554,1.155883,3.421754,4.680604
267,0.898483,-0.974484,-0.644189,-0.071879,-0.952083,0.14978,0.904053,3.799498,4.114211
268,0.891527,-0.955019,-0.659681,-0.058226,-0.949674,0.136929,1.407564,3.358871,4.491806
269,0.891527,-0.955019,-0.659681,-0.060635,-0.954492,0.136929,1.659393,3.610551,4.365891
270,0.900801,-0.959886,-0.639025,-0.055815,-0.956098,0.133716,1.155883,3.610551,4.491806
271,0.896164,-0.967185,-0.610624,-0.043769,-0.954492,0.157006,1.155883,3.610551,4.617721
272,0.891527,-0.967185,-0.602878,-0.050998,-0.951281,0.139338,1.155883,4.051179,4.491806
