Sequence,Geo-X,Geo-Y,Geo-Z,Acc-X,Acc-Y,Acc-Z,Gyro-X,Gyro-Y,Gyro-z
43,-0.884591,-0.017953,-0.614806,0.044994,-0.036508,-0.984901,-0.291923,-0.324646,-0.467684
44,-0.889192,-0.017953,-0.612189,0.02893,-0.02125,-0.974459,-0.291923,-0.45056,-0.719514
45,-0.889192,-0.008378,-0.609573,0.036963,-0.026068,-0.964019,-0.858316,-0.324646,-0.593599
46,-0.889192,-0.008378,-0.609573,0.034552,-0.022855,-0.971248,-0.166008,-0.387677,-0.090089
47,-0.891493,-0.020347,-0.614806,0.034552,-0.022855,-0.955186,-0.669518,-0.261763,-0.908311
48,-0.88229,-0.008378,-0.612189,0.036963,-0.026068,-0.980886,-0.543603,-0.009933,-0.467684
49,-0.889192,-0.017953,-0.609573,0.037765,-0.027674,-0.984901,-0.417838,-0.324646,-0.593599
50,-0.896094,-0.020347,-0.601725,0.027326,-0.025266,-0.95358,-0.543603,-0.45056,-0.593599
51,-0.884591,-0.017953,-0.640967,0.037765,-0.037312,-0.958397,-0.795433,0.241748,-0.341769
52,-0.884591,-0.017953,-0.640967,0.032948,-0.03169,-0.976066,-0.795433,-0.072965,-0.404801
53,-0.87999,-0.025134,-0.620038,0.029734,-0.020446,-0.977672,-0.795433,-0.261763,-0.530716
54,-0.877689,-0.022741,-0.617422,0.043387,-0.018839,-0.981688,-1.110146,0.619492,-0.027057
55,-0.886892,-0.017953,-0.630503,0.036963,-0.03169,-0.965626,-0.606635,-0.198731,-0.341769
56,-0.886892,-0.027528,-0.640967,0.039372,-0.020446,-0.958397,-0.040093,-0.009933,-0.530716
57,-0.891493,-0.029922,-0.620038,0.040979,-0.025266,-0.978475,-0.166008,0.05295,-0.782397
58,-0.891493,-0.025134,-0.604341,0.038568,-0.024461,-0.992932,-0.795433,-0.009933,-0.530716
59,-0.891493,-0.025134,-0.604341,0.032143,-0.035705,-0.978475,-0.543603,-0.135848,-0.782397
60,-0.893794,-0.025134,-0.617422,0.042583,-0.025266,-0.969641,-0.166008,-0.45056,-0.593599
61,-0.88229,-0.022741,-0.620038,0.03375,-0.022052,-0.960806,-1.047263,-0.261763,-0.530716
62,-0.896094,-0.029922,-0.640967,0.041781,-0.023659,-0.97687,-0.354806,-0.072965,-0.656482
63,-0.886892,-0.029922,-0.617422,0.034552,-0.035705,-0.980886,-0.417838,-0.45056,-0.908311
64,-0.891493,-0.020347,-0.638351,0.045796,-0.022855,-0.970444,-0.73255,-0.387677,-0.404801
65,-0.891493,-0.020347,-0.638351,0.037765,-0.020446,-0.990521,-0.417838,-0.261763,-0.908311
66,-0.889192,-0.027528,-0.633119,0.048205,-0.023659,-0.97687,0.02279,-0.261763,-0.404801
67,-0.889192,-0.017953,-0.614806,0.035356,-0.02125,-0.988112,-0.417838,-0.072965,-0.216004
68,-0.896094,-0.015559,-0.630503,0.035356,-0.020446,-0.992932,-0.480721,-0.261763,-1.097109
69,-0.889192,-0.020347,-0.622654,0.042583,-0.029281,-0.963217,-0.669518,-0.261763,-0.278886
70,-0.898395,-0.032316,-0.651432,0.042583,-0.029281,-0.974459,-0.73255,-0.009933,-0.530716
71,-0.898395,-0.032316,-0.651432,0.041781,-0.037312,-0.980886,-0.606635,-0.135848,-0.782397
72,-0.889192,-0.027528,-0.648816,0.02893,-0.028477,-0.970444,-0.354806,-0.198731,-0.467684
73,-0.902996,-0.017953,-0.630503,0.049812,-0.030083,-0.979279,-0.417838,-0.387677,-0.593599
74,-0.898395,-0.017953,-0.620038,0.046599,-0.022052,-0.957595,-0.606635,0.05295,-0.656482
75,-0.898395,-0.015559,-0.627886,0.043387,-0.02125,-0.970444,-0.480721,-0.45056,-0.467684
76,-0.893794,-0.010771,-0.6462,0.040174,-0.02687,-0.991325,-0.228891,-0.261763,-0.404801
77,-0.886892,-0.022741,-0.627886,0.040174,-0.03169,-0.978475,-0.858316,-0.261763,-0.656482
78,-0.886892,-0.022741,-0.627886,0.037765,-0.028477,-0.965626,-0.417838,0.178865,-0.530716
79,-0.88229,-0.022741,-0.609573,0.032143,-0.030083,-0.973657,-0.795433,-0.387677,-0.530716
80,-0.898395,-0.013165,-0.654048,0.045796,-0.030886,-0.965626,-0.480721,-0.135848,-0.719514
81,-0.884591,-0.010771,-0.654048,0.043387,-0.02125,-0.976066,-0.166008,-0.009933,-0.593599
82,-0.87999,-0.013165,-0.640967,0.036159,-0.028477,-0.980081,-0.166008,-0.45056,-0.782397
83,-0.88229,-0.013165,-0.638351,0.035356,-0.02125,-0.97205,-0.228891,-0.198731,-0.593599
84,-0.88229,-0.013165,-0.638351,0.040979,-0.022052,-0.992128,-0.480721,-0.009933,-0.530716
85,-0.88229,-0.010771,-0.620038,0.045796,-0.029281,-1.004978,-0.858316,-0.324646,-0.845429
86,-0.87999,-0.005984,-0.656665,0.040174,-0.02125,-0.988917,-0.795433,-0.387677,-0.656482
87,-0.88229,-0.008378,-0.651432,0.039372,-0.024461,-0.991325,-0.669518,-0.513443,-0.278886
88,-0.891493,-0.010771,-0.643584,0.039372,-0.03169,-0.992128,-0.669518,0.05295,-0.782397
89,-0.893794,-0.017953,-0.627886,0.036159,-0.030886,-0.960806,-0.606635,-0.261763,-0.404801
90,-0.893794,-0.017953,-0.627886,0.036159,-0.024461,-0.981688,0.02279,-0.072965,-0.467684
91,-0.875389,-0.015559,-0.643584,0.032948,-0.025266,-0.98731,-0.543603,-0.072965,-0.656482
92,-0.875389,-0.015559,-0.633119,0.032948,-0.009202,-0.968035,-0.417838,-0.387677,-0.530716
93,-0.877689,-0.010771,-0.643584,0.050614,-0.022052,-1.004978,-0.417838,-0.261763,-0.530716
94,-0.889192,-0.00359,-0.648816,0.031341,-0.02125,-0.964822,-0.228891,0.178865,-0.467684
95,-0.875389,-0.013165,-0.635735,0.032948,-0.022052,-0.967233,0.02279,-0.387677,-0.530716
96,-0.87999,-0.017953,-0.648816,0.04419,-0.02687,-0.973657,-0.354806,0.115982,-0.530716
97,-0.87999,-0.017953,-0.648816,0.04419,-0.029281,-0.967233,0.085822,0.115982,-0.656482
98,-0.870787,-0.022741,-0.640967,0.032948,-0.027674,-0.971248,-0.73255,-0.072965,-0.467684
99,-0.88229,-0.022741,-0.614806,0.035356,-0.01643,-0.984097,-0.606635,-0.45056,-0.152972
100,-0.88229,-0.017953,-0.614806,0.030537,-0.023659,-0.993734,-0.354806,-0.324646,-0.719514
101,-0.875389,-0.017953,-0.633119,0.046599,-0.02687,-0.969641,-0.291923,-0.261763,-0.530716
102,-0.88229,-0.017953,-0.633119,0.036963,-0.022052,-0.989719,-0.291923,-0.135848,-0.656482
103,-0.88229,-0.017953,-0.633119,0.030537,-0.027674,-0.984901,-0.543603,-0.261763,-0.593599
104,-0.886892,-0.005984,-0.622654,0.037765,-0.02687,-0.980081,-0.354806,-0.324646,-0.908311
105,-0.886892,-0.008378,-0.654048,0.039372,-0.030886,-0.990521,-0.669518,-0.198731,-1.160141
106,-0.886892,-0.013165,-0.643584,0.03375,-0.026068,-0.968035,-0.291923,-0.576475,-0.404801
107,-0.88229,-0.010771,-0.638351,0.042583,-0.029281,-0.981688,-0.606635,-0.261763,-0.027057
108,-0.889192,-0.017953,-0.654048,0.053827,-0.02125,-0.956791,-0.480721,0.05295,-0.404801
109,-0.87999,-0.015559,-0.638351,0.032948,-0.028477,-0.979279,-0.291923,-0.198731,-0.656482
110,-0.87999,-0.015559,-0.638351,0.043387,-0.03169,-0.972855,-0.166008,-0.324646,-0.782397
111,-0.875389,-0.010771,-0.612189,0.02893,-0.023659,-0.98249,-1.047263,-0.135848,-0.719514
112,-0.88229,-0.017953,-0.630503,0.045796,-0.025266,-0.964019,-0.354806,-0.198731,-0.404801
113,-0.898395,-0.010771,-0.638351,0.034552,-0.012415,-0.968837,-0.291923,-0.009933,-0.404801
114,-0.900696,-0.017953,-0.633119,0.02893,-0.023659,-0.960806,-0.480721,-0.324646,-0.027057
115,-0.889192,-0.010771,-0.638351,0.036159,-0.022052,-0.971248,-0.543603,-0.135848,-0.404801
116,-0.889192,-0.010771,-0.638351,0.036159,-0.024461,-0.991325,-0.480721,-0.072965,-0.404801
117,-0.889192,-0.005984,-0.630503,0.047403,-0.010808,-0.964019,-0.166008,-0.45056,-0.341769
118,-0.87999,-0.013165,-0.627886,0.046599,-0.034901,-0.960004,-0.354806,0.241748,-0.782397
119,-0.87999,-0.013165,-0.620038,0.036159,-0.028477,-0.996947,-0.73255,-0.198731,-0.656482
120,-0.889192,-0.010771,-0.622654,0.036963,-0.025266,-0.971248,-0.543603,-0.198731,-0.278886
121,-0.87999,-0.013165,-0.648816,0.03375,-0.015628,-0.995341,-0.228891,-0.261763,-0.216004
122,-0.87999,-0.013165,-0.648816,0.04419,-0.02687,-0.960004,-0.417838,-0.009933,0.098709
123,-0.891493,-0.017953,-0.633119,0.032143,-0.018839,-0.980081,-0.73255,-0.135848,-0.467684
124,-0.886892,-0.010771,-0.656665,0.049812,-0.030083,-0.970444,0.148705,0.115982,-0.530716
125,-0.886892,-0.015559,-0.630503,0.034552,-0.029281,-0.980081,-0.166008,-0.387677,-0.782397
126,-0.896094,-0.013165,-0.640967,0.040174,-0.025266,-0.960806,-0.040093,-0.387677,-0.278886
127,-0.884591,-0.027528,-0.651432,0.038568,-0.01643,-0.961611,0.02279,-0.009933,-0.467684
128,-0.891493,-0.020347,-0.627886,0.031341,-0.028477,-0.974459,-0.73255,-0.45056,-0.152972
129,-0.891493,-0.020347,-0.627886,0.034552,-0.018839,-0.97205,-0.543603,0.115982,-0.216004
130,-0.87999,-0.025134,-0.661897,0.038568,-0.018839,-0.977672,-0.417838,0.05295,-0.216004
131,-0.88229,-0.022741,-0.656665,0.040174,-0.025266,-0.97205,-0.166008,-0.324646,-0.341769
132,-0.88229,-0.008378,-0.622654,0.031341,-0.022855,-0.968837,-0.606635,-0.261763,-0.467684
133,-0.87999,-0.015559,-0.6462,0.042583,-0.018037,-0.990521,-0.606635,-0.261763,-0.530716
134,-0.877689,0.001197,-0.651432,0.049812,-0.027674,-0.971248,-0.417838,-0.198731,-0.719514
135,-0.877689,0.001197,-0.651432,0.043387,-0.020446,-0.977672,-0.669518,-0.198731,-0.341769
136,-0.87999,-0.005984,-0.648816,0.037765,-0.020446,-0.97687,-0.417838,0.115982,-0.530716
137,-0.877689,-0.017953,-0.654048,0.040979,-0.020446,-0.964822,-0.417838,-0.198731,-0.656482
138,-0.88229,-0.008378,-0.659281,0.046599,-0.020446,-0.975263,-0.354806,-0.135848,-0.216004
139,-0.884591,-0.008378,-0.617422,0.046599,-0.015628,-0.977672,-0.417838,0.178865,-0.656482
140,-0.891493,-0.010771,-0.656665,0.040979,-0.030886,-0.974459,-0.354806,-0.324646,-0.845429
141,-0.87999,-0.013165,-0.635735,0.037765,-0.028477,-0.995341,-0.166008,-0.639358,-0.845429
142,-0.87999,-0.013165,-0.635735,0.049009,-0.015628,-0.97205,-0.103125,-0.45056,-0.782397
143,-0.88229,-0.010771,-0.638351,0.030537,-0.030886,-0.973657,-0.228891,-0.45056,-0.656482
144,-0.891493,-0.017953,-0.640967,0.038568,-0.023659,-0.981688,-0.417838,-0.261763,-0.152972
145,-0.870787,-0.013165,-0.659281,0.039372,-0.02687,-0.961611,-0.228891,0.178865,-0.467684
146,-0.884591,-0.013165,-0.672362,0.02893,-0.035705,-0.970444,-0.228891,-0.009933,-0.656482
147,-0.884591,-0.025134,-0.656665,0.041781,-0.02125,-0.976066,-0.354806,-0.009933,-0.656482
148,-0.884591,-0.025134,-0.656665,0.04419,-0.026068,-0.968035,-0.291923,-0.198731,-0.404801
149,-0.87999,-0.015559,-0.661897,0.028128,-0.019644,-0.974459,-0.606635,0.115982,-0.845429
150,-0.886892,-0.025134,-0.617422,0.049009,-0.030886,-0.958397,-0.669518,-0.45056,-0.530716
151,-0.886892,-0.013165,-0.635735,0.032143,-0.02687,-0.989719,-0.73255,-0.324646,-0.467684
152,-0.886892,-0.013165,-0.620038,0.036963,-0.030083,-0.972855,-0.228891,0.430694,-0.341769
153,-0.87999,-0.022741,-0.648816,0.03375,-0.025266,-0.961611,-0.417838,-0.45056,-0.404801
154,-0.87999,-0.022741,-0.648816,0.045796,-0.01643,-0.983294,-0.795433,-0.576475,-1.034226
155,-0.898395,-0.022741,-0.656665,0.051418,-0.027674,-0.983294,-0.291923,-0.072965,-0.530716
156,-0.875389,-0.025134,-0.635735,0.035356,-0.035705,-0.985703,-0.417838,-0.324646,-0.216004
157,-0.87999,-0.022741,-0.640967,0.036963,-0.022052,-0.962413,-0.417838,-0.513443,-0.278886
158,-0.886892,-0.020347,-0.622654,0.046599,-0.017235,-0.966428,-0.354806,-0.198731,-1.034226
159,-0.87999,-0.032316,-0.630503,0.042583,-0.026068,-0.974459,-1.047263,0.178865,-0.467684
160,-0.877689,-0.017953,-0.617422,0.038568,-0.026068,-0.984901,-0.228891,-0.261763,-0.404801
161,-0.877689,-0.017953,-0.617422,0.032948,-0.019644,-0.97687,-0.669518,-0.45056,-0.782397
162,-0.88229,-0.017953,-0.635735,0.039372,-0.029281,-0.974459,-0.417838,-0.45056,-0.278886
163,-0.88229,-0.017953,-0.638351,0.036963,-0.020446,-0.968035,-0.040093,-0.009933,-0.530716
164,-0.889192,-0.025134,-0.627886,0.034552,-0.026068,-0.983294,-0.73255,-0.072965,-0.467684
165,-0.877689,-0.020347,-0.633119,0.036963,-0.023659,-0.951171,-0.166008,-0.135848,-0.404801
166,-0.886892,-0.020347,-0.638351,0.034552,-0.025266,-0.964822,-0.417838,-0.261763,-0.278886
167,-0.886892,-0.020347,-0.638351,0.041781,-0.030083,-0.988112,-0.606635,0.178865,-0.278886
168,-0.886892,-0.020347,-0.640967,0.037765,-0.023659,-0.985703,-0.166008,-0.135848,-0.782397
169,-0.88229,-0.008378,-0.640967,0.047403,-0.018839,-0.983294,0.02279,-0.198731,-0.152972
170,-0.891493,-0.020347,-0.635735,0.040979,-0.018037,-0.969641,-0.606635,0.241748,-0.656482
171,-0.875389,-0.025134,-0.643584,0.045796,-0.026068,-0.980081,-0.606635,-0.324646,-0.216004
172,-0.886892,-0.015559,-0.638351,0.036963,-0.025266,-0.95358,-0.354806,-0.072965,-0.404801
173,-0.886892,-0.015559,-0.638351,0.035356,-0.034901,-0.967233,-0.606635,-0.324646,-0.593599
174,-0.884591,-0.010771,-0.6462,0.032143,-0.034901,-0.974459,0.02279,-0.198731,-0.530716
175,-0.884591,-0.017953,-0.648816,0.022506,-0.02125,-0.963217,-0.480721,-0.135848,-0.593599
176,-0.886892,-0.020347,-0.612189,0.041781,-0.024461,-0.952775,-0.669518,-0.072965,-0.845429
177,-0.877689,-0.013165,-0.617422,0.043387,-0.025266,-0.955988,-0.73255,-0.198731,-0.278886
178,-0.884591,-0.017953,-0.630503,0.046599,-0.023659,-0.98249,-0.354806,-0.324646,-0.719514
179,-0.87999,-0.008378,-0.62527,0.035356,-0.02125,-0.968035,-0.354806,-0.387677,-0.530716
180,-0.87999,-0.008378,-0.62527,0.036963,-0.014824,-0.970444,-0.795433,-0.135848,-0.341769
181,-0.886892,-0.013165,-0.638351,0.040979,-0.018839,-0.958397,-0.669518,-0.261763,-0.404801
182,-0.87999,-0.015559,-0.612189,0.03375,-0.030083,-0.978475,-0.417838,-0.261763,-0.971194
183,-0.884591,-0.015559,-0.638351,0.041781,-0.02687,-0.994537,-0.228891,-0.639358,-0.656482
184,-0.884591,-0.027528,-0.620038,0.040174,-0.029281,-0.965626,-0.480721,-0.198731,-0.341769
185,-0.886892,-0.020347,-0.648816,0.037765,-0.013217,-0.988112,-0.417838,-0.198731,-0.656482
186,-0.886892,-0.020347,-0.648816,0.039372,-0.023659,-0.957595,-0.354806,-0.324646,-0.845429
187,-0.88229,-0.015559,-0.640967,0.03375,-0.014824,-0.993734,-0.795433,-0.639358,-0.404801
188,-0.886892,-0.025134,-0.627886,0.044994,-0.026068,-0.993734,-0.417838,0.05295,-0.719514
189,-0.886892,-0.020347,-0.669746,0.043387,-0.018839,-0.97205,-0.543603,-0.45056,-0.530716
190,-0.889192,-0.022741,-0.638351,0.037765,-0.018037,-0.960806,-0.480721,-0.324646,-0.467684
191,-0.88229,-0.034709,-0.640967,0.037765,-0.022052,-0.961611,-0.858316,-0.072965,-0.278886
192,-0.87999,-0.032316,-0.638351,0.038568,-0.022855,-0.963217,-0.354806,-0.261763,-0.782397
193,-0.87999,-0.032316,-0.638351,0.03375,-0.03169,-0.962413,-0.795433,-0.261763,-0.845429
194,-0.886892,-0.022741,-0.633119,0.042583,-0.030886,-0.97205,-0.354806,-0.198731,-0.278886
195,-0.891493,-0.029922,-0.620038,0.024112,-0.015628,-0.971248,-0.543603,-0.513443,-0.845429
196,-0.886892,-0.015559,-0.635735,0.03375,-0.02125,-0.975263,-0.606635,-0.513443,-0.593599
197,-0.88229,-0.010771,-0.62527,0.043387,-0.032492,-0.97687,-0.480721,-0.261763,-0.656482
198,-0.889192,-0.013165,-0.630503,0.046599,-0.02687,-0.968035,-0.291923,-0.387677,-0.530716
199,-0.889192,-0.013165,-0.630503,0.049009,-0.030083,-0.962413,-0.354806,-0.198731,-0.656482
200,-0.893794,-0.013165,-0.601725,0.037765,-0.022855,-0.980886,-0.291923,-0.45056,-0.593599
201,-0.886892,-0.017953,-0.627886,0.042583,-0.030083,-0.98249,-0.480721,-0.009933,-0.467684
202,-0.893794,-0.025134,-0.62527,0.036963,-0.030083,-0.980886,-0.480721,-0.261763,-0.782397
203,-0.886892,-0.022741,-0.635735,0.044994,-0.018839,-0.964019,-0.606635,-0.576475,-0.341769
204,-0.886892,-0.022741,-0.633119,0.036963,-0.037312,-0.973657,-0.417838,0.115982,-0.467684
205,-0.886892,-0.022741,-0.633119,0.039372,-0.023659,-0.962413,-0.354806,-0.198731,-0.593599
206,-0.87999,-0.027528,-0.651432,0.038568,-0.03169,-0.951171,-0.354806,-0.513443,-0.341769
207,-0.891493,-0.027528,-0.638351,0.037765,-0.020446,-0.964019,-0.417838,-0.072965,-0.719514
208,-0.88229,-0.020347,-0.62527,0.040979,-0.014824,-0.980886,-0.354806,-0.576475,-0.341769
209,-0.891493,-0.015559,-0.6462,0.035356,-0.024461,-0.962413,-0.291923,-0.45056,-0.404801
210,-0.893794,-0.010771,-0.654048,0.029734,-0.020446,-0.970444,-0.543603,-0.324646,-0.152972
211,-0.88229,-0.027528,-0.635735,0.048205,-0.033297,-0.995341,-0.606635,-0.261763,-0.719514
212,-0.88229,-0.027528,-0.635735,0.036963,-0.036508,-0.986506,-0.040093,0.304779,-0.090089
213,-0.898395,-0.022741,-0.6462,0.039372,-0.022052,-0.97687,-0.354806,-0.135848,-0.404801
214,-0.88229,-0.020347,-0.648816,0.044994,-0.022855,-0.977672,-0.103125,0.241748,-0.467684
215,-0.884591,-0.022741,-0.6462,0.049009,-0.025266,-0.980081,-0.291923,-0.387677,-0.782397
216,-0.889192,-0.022741,-0.638351,0.037765,-0.038917,-0.946351,0.02279,0.05295,-0.656482
217,-0.87999,-0.025134,-0.635735,0.029734,-0.024461,-0.985703,-0.480721,-0.072965,-0.341769
218,-0.87999,-0.025134,-0.635735,0.039372,-0.023659,-0.975263,-0.291923,-0.009933,-0.908311
219,-0.886892,-0.022741,-0.633119,0.049009,-0.020446,-0.962413,-0.795433,-0.009933,-0.593599
220,-0.873088,-0.020347,-0.640967,0.040174,-0.019644,-0.971248,-0.228891,-0.072965,-0.530716
221,-0.877689,-0.022741,-0.654048,0.044994,-0.017235,-0.984097,-0.166008,-0.135848,-0.467684
222,-0.884591,-0.025134,-0.6462,0.039372,-0.03169,-0.984901,-0.166008,-0.135848,-0.593599
223,-0.875389,-0.008378,-0.640967,0.034552,-0.025266,-0.980081,-0.291923,0.05295,-0.467684
224,-0.88229,-0.025134,-0.606957,0.03375,-0.03169,-0.968837,-0.858316,-0.387677,-0.341769
225,-0.88229,-0.025134,-0.606957,0.031341,-0.032492,-0.964019,-0.543603,0.493577,0.035826
226,-0.87999,-0.008378,-0.638351,0.043387,-0.030886,-0.993734,0.02279,-0.45056,-0.341769
227,-0.877689,-0.008378,-0.638351,0.041781,-0.022052,-0.962413,-0.606635,0.05295,0.035826
228,-0.87999,-0.027528,-0.654048,0.038568,-0.029281,-0.979279,-0.354806,-0.261763,-0.593599
229,-0.884591,-0.013165,-0.643584,0.035356,-0.033297,-0.963217,-0.291923,-0.261763,-0.782397
230,-0.886892,-0.020347,-0.640967,0.039372,-0.027674,-0.978475,-0.543603,-0.009933,-0.971194
231,-0.886892,-0.020347,-0.640967,0.041781,-0.014824,-1.000159,-0.040093,-0.576475,-0.782397
232,-0.884591,-0.020347,-0.627886,0.036963,-0.022052,-0.967233,-0.480721,-0.198731,-0.404801
233,-0.88229,-0.020347,-0.643584,0.032143,-0.014824,-0.972855,-0.480721,-0.135848,-0.341769
234,-0.87999,-0.020347,-0.640967,0.039372,-0.029281,-0.950366,-0.291923,0.05295,-0.341769
235,-0.884591,-0.025134,-0.633119,0.037765,-0.014824,-0.970444,-0.543603,0.241748,-0.593599
236,-0.886892,-0.022741,-0.630503,0.028128,-0.027674,-0.988917,-0.543603,-0.198731,-0.656482
237,-0.886892,-0.022741,-0.630503,0.036159,-0.022052,-0.963217,-0.795433,-0.135848,-0.845429
238,-0.87999,-0.017953,-0.635735,0.030537,-0.024461,-0.970444,-0.040093,-0.324646,-0.656482
239,-0.889192,-0.017953,-0.643584,0.038568,-0.026068,-0.984097,-0.291923,-0.009933,-0.404801
240,-0.889192,-0.015559,-0.630503,0.026521,-0.01643,-0.943942,0.02279,-0.135848,-0.278886
241,-0.889192,-0.008378,-0.633119,0.038568,-0.023659,-0.973657,-0.543603,-0.198731,-0.216004
242,-0.886892,-0.020347,-0.622654,0.035356,-0.015628,-0.967233,-0.669518,-0.324646,-0.530716
243,-0.870787,-0.027528,-0.669746,0.027326,-0.02125,-0.999356,-0.669518,0.05295,-0.593599
244,-0.870787,-0.027528,-0.669746,0.036159,-0.029281,-0.972855,0.02279,-0.387677,-0.845429
245,-0.877689,-0.027528,-0.617422,0.041781,-0.026068,-0.970444,-0.354806,-0.135848,-0.278886
246,-0.886892,-0.015559,-0.6462,0.032948,-0.018037,-0.973657,-0.795433,0.367662,-0.216004
247,-0.87999,-0.017953,-0.635735,0.040979,-0.022855,-0.97687,-0.480721,-0.387677,-0.404801
248,-0.886892,-0.015559,-0.640967,0.045796,-0.011613,-0.986506,-0.354806,-0.198731,-0.719514
249,-0.87999,-0.020347,-0.633119,0.052221,-0.026068,-0.957595,-0.606635,-0.072965,-0.404801
250,-0.87999,-0.020347,-0.633119,0.02893,-0.019644,-0.984901,-0.291923,-0.198731,-0.719514
251,-0.87999,-0.020347,-0.638351,0.035356,-0.030083,-0.967233,-0.166008,-0.261763,-0.719514
252,-0.891493,-0.015559,-0.640967,0.040174,-0.02687,-0.996143,-0.480721,-0.198731,-0.782397
253,-0.893794,-0.025134,-0.651432,0.040174,-0.025266,-1.006585,-0.606635,-0.765273,-0.593599
254,-0.891493,-0.020347,-0.627886,0.037765,-0.022052,-0.98731,-0.480721,0.241748,-0.341769
